,Bank_Name,Bank_Type,Location,Bank_Caption,User_Name,Bank_Rating,Rating_Comment,User_Comment
8081,HDFC Bank,Personal Loan, visakhapatnam,"""Average Service""",RAJESH  ,3.0,Satisfactory,"                              I have  applied for HDFC Bank personal loan since i was getting frequent callback on daily basis.I have  submitted  documents as well .The agent gave all the details about the loan process .There was no drawbacks faced  so far ,The servie was quite average acording to me ."
8083,SBI,Saving Account, mumbai,"""Excellent Service""",PANDA,4.0,Great,                              I have State Bank Of India Salary account which i am using for the past 10 years .I am using Net Banking as well as Mobile Banking both are very comfortable.Each transaction will be getting message alert as well as email alert .Customer service is also good and i am satisfied with the service .
8084,ICICI Lombard,Car Insurance, visakhapatnam,"""Good""",ESWAR  ,5.0,Blown,"                              I have chosen ICICI Lombard for a car insurance because am holding a salary account and the services are good. I got a first party insurance. I am having Maruti Suzuki Zen which is 8 years old. The IDV value is better. The policy is valid for one year and paid premium of Rs.2,500."
8085,Edelweiss Tokio,Life Insurance, visakhapatnam,"""Good""",E K A,4.0,Great,"                              I do have a policy  with EDELWEISS TOKIO LIFE INSURANCE and the total tenure period is 15 years. They are charging premium 20,000 rupees for a year. The payment mode is cash and its easy to pay it. The benefits are really good and opted for future savings."
8086,review,Other Loan, mumbai,"""Good Service""",Panda,4.0,Great,"                              I am using Paytm service frequently for Online purchase, Shopping ,Utility bill payment and Recharge .I am getting cash back offers also ,I am using this service for the past 1 year,There was no network issues happened so far ,Each transaction will  be getting message alert ."
8087,Reliance Life,Life Insurance, visakhapatnam,"""Better""",E A,3.0,Satisfactory,"                              I have taken a cash pro policy and the main thing is every 4 years, I will be receiving good return. The response was very low nowadays, I would suggest them to improve the service. The benefits are average. They have charged me around 15K per annum."
8088,LIC,Life Insurance, visakhapatnam,"""Satisfactory""",K A,5.0,Blown,                              LIC is best for life insurance policy when I compared with other insurance company benefits. I have taken a Child plan for my daughter and son. The sum assured is nearly about 10L. I need to pay the premium of 18K yearly through online. The customer service is good.
8089,ICICI Bank,Credit Card, visakhapatnam,"""Good card""",ESWAR ,5.0,Blown,                              I have been using ICICI CORAL credit card and got a good credit limit from the bank. There is no offers. They are not charging annually which am happy. I use this card for multi purpose. The payment mode is easier to pay the outstanding balance.
8090,review,Saving Account, visakhapatnam,"""Average & need to improve the service""",KUMAR  ,4.0,Great,"                              My savings account is with Syndicate Bank and its been one year. I am maintaining a minimum balance of Rs.4000. If not charges are applicable and it was reasonable only like Rs.48. They have provided me a debit card, cheque book and online service."
8091,ICICI Bank,Saving Account, visakhapatnam,"""Better""",E K,5.0,Blown,                              I have been with ICICI BANK from 2013 and my salary account experience was good. The online features and credit card services are satisfactory. They having more number of branches and ATM's. The daily withdrawal limit on my debit card is sufficient. There is no charges for IMPS transfer.
8092,SBI,Personal Loan, mumbai,"""Best  Service""", MOHAN ,3.0,Satisfactory,"                              I have taken personal loan through State Bank Of India .The rate of interest and the processing fee was nominal,I have got the loan amount on time and it was sufficient as well .The agent gave all the information about the loan process.This loan is still active and the process was very smooth ."
8093,HDFC Bank,Credit Card, visakhapatnam,"""Good card""",ESWARA   ,4.0,Great,"                              I have applied for HDFC BANK credit card through online channel because of so much offers. On restaurants, they are giving cash back offers and also they have good discounts in e-commerce sites. Actually my salary was less so HDFC BANK rejected my credit card application. Their services are better. "
